impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-109022,A559684,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559684,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gambit,Cat,4 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,06/06/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559684,Image Copyright HLP Inc. 2018,"Received on: 2018-06-06<p></p> Description: Brn Tabby / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Gambit and I am available for adoption.<p></p><p></p>I was transferred in from another agency on June 6, 2018.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. <p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>This cat has tested positive for Feline Immunodeficiency Virus (FIV). Cats with FIV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p> <p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_fiv.cfm<p></p><p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-106410,A072853,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Seymour,Cat,6 YEARS 10 MONTHS,Neutered Male,Domestic Mediumhair,Black,02/03/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A072853,Image Copyright HLP Inc. 2018,"Received on: 2018-02-03<p></p> Description: Black Neutered Male Domestic Mediumhair Cat<p></p> Age: 6 YEARS 10 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Seymour and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on February 3, 2018.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I love to rub against you and sit in your lap!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p>Adoption Fee: $30.00<p></p>",GREEN
K18-108837,A559208,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A559208,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Betty Boop,Cat,2 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Black,05/31/2018 12:00:00 AM,Received on,4000 S 150TH ST,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559208,Image Copyright HLP Inc. 2018,"Received on: 2018-05-31<p></p> Found Near: 4000 S 150TH ST, TUKWILA WA 98188<p></p> Description: Black Spayed Female Domestic Longhair Cat<p></p> Age: 2 YEARS 1 MONTH<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>",RED
K18-108942,A559356,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559356,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Maddy,Cat,11 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Dilute Tor,06/03/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559356,Image Copyright HLP Inc. 2018,"Received on: 2018-06-03<p></p> Description: Dilute Tor<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 11 YEARS 1 MONTH<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Maddy and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on June 3, 2018 because they could no longer care for me.  I lived with them my whole life, so it has been an adjustment getting used to the shelter.<p></p><p></p>My personality color is GREEN. I am an outgoing and adaptable cat.   I enjoy being petted so much that I will give you love bites.  But don't worry, I try to be gentle about it!  For this reason, I may do best in a home with no young children.  I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",RED
K18-109495,A553692,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A553692,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Patron,Dog,7 YEARS 7 MONTHS,Neutered Male,Mastiff / Mix,Br Brindle / White,06/20/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A553692,Image Copyright HLP Inc. 2018,"Received on: 2018-06-20<p></p> Description: Br Brindle / White<p></p>  Neutered Male Mastiff / Mix Dog<p></p> Age: 7 YEARS 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Patron and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on March 11, 2018.<p></p><p></p>Staff and volunteers here have begun calling me &quot;Perfect Patron&quot; because I am such a good boy at the shelter! I love my people a ton and enjoy showing them how affectionate I can be!<p></p><p></p>I was briefly in an adopters home but was not a good fit for a high traffic home with children. I have had some difficulty with boundaries and sharing what I think is &quot;mine,&quot; such as the sofa! I will need an experienced dog home with no children. My new owner will need to be confident and assertive but not forceful.<p></p><p></p>I am a very smart dog! I have shown my caregivers that I already know how to &quot;sit&quot;, &quot;stay&quot;, &quot;come&quot; and &quot;shake&quot;.<p></p><p></p>Despite my age, I still love to play! I will do best with exercise and something to keep my mind busy.<p></p><p></p>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p></p><p></p>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p></p> Adoption Fee: $200.00<p></p>",RED
K18-110085,A557304,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A557304,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mavrick,Dog,1 YEAR,Neutered Male,German Shepherd,Black / Buff,07/08/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A557304,Image Copyright HLP Inc. 2018,"Received on: 2018-07-08<p></p> Description: Black / Buff<p></p>  Neutered Male German Shepherd Dog<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Maverick and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on May 1st, 2018.<p></p><p></p>I was returned on 07/08/2018 because I am very high energy and was being destructive in the home. <p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>I have shown my caregivers that I already know how to &quot;sit&quot;, &quot;come&quot;, and I'm working on &quot;down&quot; and &quot;shake&quot;. I am an independent dog who likes to do my own thing! I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. My caregivers have noticed that I seem to do well with other large dogs but I can be very pushy. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p><p></p><p></p> Adoption Fee: $250.0<p></p>",BLUE
K18-110276,A556378,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A556378,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Teka,Cat,13 WEEKS,Spayed Female,Domestic Shorthair,Brn Tabby,07/13/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A556378,Image Copyright HLP Inc. 2018,"Received on: 2018-07-13<p></p> Description: Brn Tabby<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 13 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $100.00<p></p>",
K18-109681,A561358,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A561358,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Mr Bean,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,06/25/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561358,Image Copyright HLP Inc. 2018,"Received on: 2018-06-25<p></p> Description: Brn Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Mr Bean and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on June 25, 2018.<p></p><p></p>I am an independent kitty who likes to do my own thing!<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-110115,A562667,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Female,Domestic Shorthair,Blk Smoke / White,07/09/2018 12:00:00 AM,Received on,16200 42ND AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562667,Image Copyright HLP Inc. 2018,"Received on: 2018-07-09<p></p> Found Near: 16200 42ND AVE S, TUKWILA WA 98188<p></p> Description: Blk Smoke / White Female Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",
K18-110052,A562446,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Robin,Cat,6 WEEKS,Female,Domestic Shorthair,Brn Tabby,07/06/2018 12:00:00 AM,Received on,20100 14TH AVE S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562446,Image Copyright HLP Inc. 2018,"Received on: 2018-07-06<p></p> Found Near: 20100 14TH AVE S, SEATAC WA 98198<p></p> Description: Brn Tabby Female Domestic Shorthair Cat<p></p> Age: 6 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",BLUE
K18-109050,A559753,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559753,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marcus,Cat,7 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,06/07/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559753,Image Copyright HLP Inc. 2018,"Received on: 2018-06-07<p></p> Description: Brn Tabby / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 7 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Marcus and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on June 11, 2018.<p></p><p></p>I am an independent kitty who likes to do my own thing!<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>This cat has tested positive for Feline Immunodeficiency Virus (FIV). Cats with FIV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p> <p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_fiv.cfm<p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-110104,A562653,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562653,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Frittata,Cat,4 MONTHS,Female,Domestic Shorthair,Black / White,07/09/2018 12:00:00 AM,Received on,15100 65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562653,Image Copyright HLP Inc. 2018,"Received on: 2018-07-09<p></p> Found Near: 15100 65TH AVE S, TUKWILA WA 98188<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 4 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",BLUE
K18-107679,A555736,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A555736,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dobbie,Cat,1 YEAR 10 MONTHS,Neutered Male,Domestic Shorthair,Black,04/12/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A555736,Image Copyright HLP Inc. 2018,"Received on: 2018-04-12<p></p> Description: Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 1 YEAR 10 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Dobbie and I am available for adoption.<p></p><p></p>I was transfered in from another animal shelter on April 12th, 2018. <p></p><p></p>I'm an energetic kitty looking for an active family or a family who already has an FIV+ confident friend that I can play with. I love to play with all the toys, lasers, wands, ropes, you name it, I will play with it! Although I am SUPER affectionate, I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p> Adoption Fee: $30.00<p></p>",RED
K18-110170,A562790,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562790,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Drizella,Cat,13 WEEKS,Female,Domestic Mediumhair,Black / White,07/10/2018 12:00:00 AM,Received on,11300 5TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562790,Image Copyright HLP Inc. 2018,"Received on: 2018-07-10<p></p> Found Near: 11300 5TH AVE SW, SEATTLE WA 98146<p></p> Description: Black / White Female Domestic Mediumhair Cat<p></p> Age: 13 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110218,A563050,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A563050,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 WEEKS,Male,Domestic Longhair,Brn Tabby,07/12/2018 12:00:00 AM,Received on,7600 S 120TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563050,Image Copyright HLP Inc. 2018,"Received on: 2018-07-12<p></p> Found Near: 7600 S 120TH ST, SEATTLE WA 98178<p></p> Description: Brn Tabby Male Domestic Longhair Cat<p></p> Age: 5 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110060,A562460,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562460,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Eternity,Cat,NO AGE,Female,Siamese / Mix,Lynx Pt / White,07/07/2018 12:00:00 AM,Received on,3200 S 137TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562460,Image Copyright HLP Inc. 2018,"Received on: 2018-07-07<p></p> Found Near: 3200 S 137TH ST, TUKWILA WA 98168<p></p> Description: Lynx Pt / White Female Siamese / Mix Cat<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109748,A561611,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1880106,In Public Home,,Dog,,Male,Australian Shepherd,Black / Brown,06/26/2018 12:00:00 AM,Date Found,AUBURN ENUMCLAW RD SE AND SE 392ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1880106,Image Copyright HLP Inc. 2018,,
K18-109374,A560480,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875854,LOST,Bean,Dog,,Male,Chihuahua - Smooth Coated,Unknown,06/07/2018 12:00:00 AM,Date Lost,"BIG ROCK ROAD AND STILLWATER, DUVAL",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875854,Image Copyright HLP Inc. 2018,,
K18-110033,A562400,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1884325,LOST,Apache,Dog,,Male,Alaskan Husky,Unknown,07/06/2018 12:00:00 AM,Date Lost,4500 S 222ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1884325,Image Copyright HLP Inc. 2018,,
K18-109962,A562154,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882706,In Public Home,,Cat,,,Domestic Mediumhair,Black / White,06/29/2018 12:00:00 AM,Date Found,17100 BLOCK OF NE 95TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882706,Image Copyright HLP Inc. 2018,,
K18-109082,A559811,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1872929,LOST,Scully,Cat,,Female,Domestic Mediumhair,Unknown,06/06/2018 12:00:00 AM,Date Lost,NE BIG ROCK ROAD & NE BIG ROCK RD,DUVALL,WA,98019,DUVALL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1872929,Image Copyright HLP Inc. 2018,,
K18-110012,A562326,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1883893,In Public Home,,Dog,,Female,Pit Bull,White,07/05/2018 12:00:00 AM,Date Found,21500 NE 67TH ST,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1883893,Image Copyright HLP Inc. 2018,,
K18-109416,A560525,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876258,LOST,Pumpkin,Cat,,Male,Domestic Shorthair,Unknown,06/13/2018 12:00:00 AM,Date Lost,42700 260TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876258,Image Copyright HLP Inc. 2018,,
K18-109231,A560100,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874518,LOST,,Dog,,Male,Pug,Unknown,06/11/2018 12:00:00 AM,Date Lost,5300 S 140TH ST,TUKWILA,WA,98168,TUKWILA,47.477679,-122.267428,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874518,Image Copyright HLP Inc. 2018,,
K18-110090,A562494,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885530,LOST,Douglas,Cat,,Male,American Shorthair,Unknown,07/01/2018 12:00:00 AM,Date Lost,300 SW 293RD ST,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885530,Image Copyright HLP Inc. 2018,,
K18-110200,A562966,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886794,In Public Home,,Dog,,Male,Jack Russell Terrier,White / Brown,07/11/2018 12:00:00 AM,Date Found,13700 E LAKE KATHLEEN DR SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886794,Image Copyright HLP Inc. 2018,,
K18-109626,A561105,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1878859,LOST,Buddy,Cat,,Male,Domestic Shorthair,Unknown,06/22/2018 12:00:00 AM,Date Lost,NE 109TH PL & 128TH PL NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1878859,Image Copyright HLP Inc. 2018,,
K18-109647,A561119,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879051,LOST,Kellie,Dog,,Female,Shetland Sheepdog,Unknown,06/24/2018 12:00:00 AM,Date Lost,19000 NE 133RD CT,WOODINVILLE,WA,98077,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879051,Image Copyright HLP Inc. 2018,,
K18-109730,A561498,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879866,LOST,Scrapper,Cat,,Male,Domestic Shorthair,Unknown,06/19/2018 12:00:00 AM,Date Lost,25TH AVENUE NE & NE 188TH ST,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879866,Image Copyright HLP Inc. 2018,,
K18-109938,A562058,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882503,LOST,Alex,Cat,,Male,Domestic Shorthair,Unknown,07/02/2018 12:00:00 AM,Date Lost,EDUCATION HILL AND 166TH AVE NE BY HOUSE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882503,Image Copyright HLP Inc. 2018,,
K18-109151,A559880,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873435,LOST,Mr. Kitty,Cat,,Male,American Shorthair,Unknown,06/06/2018 12:00:00 AM,Date Lost,12600 SE 307TH ST,AUBURN,WA,98092,AUBURN,47.326202,-122.175674,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873435,Image Copyright HLP Inc. 2018,,
K18-109780,A561720,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1880506,LOST,Irmik,Cat,,Male,Bengal,Unknown,06/25/2018 12:00:00 AM,Date Lost,EDGEWOOD PARK APARTMENTS #F3,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1880506,Image Copyright HLP Inc. 2018,,
K18-109815,A561829,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1880948,LOST,Osito,Dog,,Male,Yorkshire Terrier,Unknown,06/27/2018 12:00:00 AM,Date Lost,116TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1880948,Image Copyright HLP Inc. 2018,,
K18-109169,A559898,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873735,LOST,Sqwishy,Dog,,Female,Pug,Unknown,06/10/2018 12:00:00 AM,Date Lost,45TH AND WILDWOOD. WEST SEATTLE.CLOSE TO,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873735,Image Copyright HLP Inc. 2018,,
K18-109661,A561133,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879210,LOST,Fuji,Cat,,Male,Domestic Shorthair,Unknown,06/21/2018 12:00:00 AM,Date Lost,73RD AVE NE & 143RD ST. NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879210,Image Copyright HLP Inc. 2018,,
K18-109527,A560935,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877826,LOST,Madam,Dog,,Female,Pug,Unknown,06/21/2018 12:00:00 AM,Date Lost,SOUTH 113TH ST & 80TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877826,Image Copyright HLP Inc. 2018,,
K18-109832,A561856,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1881144,In Public Home,,Cat,,,Domestic Shorthair,White,06/29/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1881144,Image Copyright HLP Inc. 2018,,
K18-109786,A561738,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1880600,In Public Home,,Dog,,Male,Dachshund - Long-Haired,Unknown,06/28/2018 12:00:00 AM,Date Found,PETROVINSKY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1880600,Image Copyright HLP Inc. 2018,,
